Datetime,SMA
2018-01-16 04:51:35.157600,6864.59951018851
2018-01-16 12:51:43.445664,6864.5973515679
2018-01-16 20:48:45.261792,6864.59585252682
2018-01-17 04:27:27.733824,6864.59240473543
2018-01-17 12:31:30.853632,6864.59009621666
2018-01-17 20:25:18.876288,6864.58880704468
2018-01-18 05:34:29.862912,6864.58463972546
2018-01-18 08:41:10.485888,6864.58365036283
2018-01-18 12:06:22.359744,6864.58248111655
2018-01-18 18:16:43.248288,6864.58113198684
2018-01-19 02:07:16.640256,6864.57939310953
2018-01-19 05:14:01.381920,6864.57873353566
2018-01-19 13:13:24.866400,6864.57666487321
2018-01-19 21:05:21.222240,6864.57591535821
2018-01-20 04:49:49.765152,6864.57333702818
2018-01-20 12:52:30.133632,6864.57168809745
2018-01-20 20:47:02.925312,6864.57075870057
2018-01-21 04:25:40.839744,6864.56785058977
2018-01-21 12:25:49.112256,6864.56602177941
2018-01-21 21:51:42.896160,6864.56485254063
2018-01-22 05:32:54.335616,6864.56164463168
2018-01-22 12:04:38.976096,6864.55906631505
2018-01-22 21:21:41.216832,6864.55690772624
2018-01-23 05:12:14.003136,6864.55316018026
2018-01-23 13:10:20.233056,6864.55046195032
2018-01-23 20:57:59.414976,6864.54806352594
2018-01-24 04:48:02.883168,6864.54377634757
2018-01-24 12:50:38.273280,6864.5411680675
2018-01-24 20:45:18.476352,6864.53918937392
2018-01-25 05:53:06.518112,6864.53544185213
2018-01-25 12:24:02.148192,6864.53364304348
2018-01-25 21:49:39.345024,6864.53259373898
2018-01-26 05:32:05.252640,6864.53013537001
2018-01-26 12:02:52.539072,6864.52815668439
2018-01-26 21:29:58.937856,6864.52635788052
2018-01-27 05:10:24.941280,6864.52365967692
2018-01-27 13:09:53.690112,6864.52117133594
2018-01-27 20:56:12.977952,6864.51964235647
2018-01-28 04:46:13.435104,6864.51661438001
2018-01-28 12:48:51.465600,6864.51439586473
2018-01-28 20:36:29.067264,6864.51271698949
2018-01-29 05:54:50.019264,6864.50887956423
2018-01-29 12:22:14.529216,6864.50738057145
2018-01-29 21:45:52.926048,6864.50588157948
2018-01-30 05:26:17.448576,6864.50345321423
2018-01-30 13:30:24.119424,6864.50117475002
2018-01-30 21:28:24.328992,6864.50066509381
2018-01-31 05:08:34.033056,6864.49829669267
2018-01-31 13:06:39.152736,6864.49685766512
2018-01-31 20:59:38.781888,6864.49637798945
2018-02-01 04:44:21.999840,6864.4939496326
2018-02-01 12:47:02.184288,6864.49266050576
2018-02-01 17:27:58.648896,6864.49176111531
2018-02-01 20:30:40.895136,6864.49158123725
2018-02-02 05:49:41.561760,6864.48702433043
2018-02-02 12:20:23.919072,6864.48573520684
2018-02-02 21:51:56.760768,6864.48516559429
2018-02-03 05:30:40.302432,6864.48279720652
2018-02-03 13:29:44.897280,6864.48036886168
2018-02-03 21:26:47.378688,6864.47955941388
2018-02-04 05:06:41.253408,6864.47665139967
2018-02-04 13:06:15.875712,6864.475062486
2018-02-04 20:55:46.560288,6864.47404318337
2018-02-05 04:42:28.609344,6864.47176474356
2018-02-05 12:45:10.821600,6864.47059554492
2018-02-05 20:32:36.543264,6864.46975612057
2018-02-06 04:18:19.351296,6864.46714791081
2018-02-06 12:21:03.225024,6864.46570889959
2018-02-06 21:46:21.434592,6864.46501937365
2018-02-07 05:28:46.306272,6864.46289083814
2018-02-07 13:27:55.116576,6864.46046251091
2018-02-07 21:26:07.632096,6864.45923335843
2018-02-08 05:04:47.398080,6864.45626540718
2018-02-08 09:42:49.154976,6864.45554590432
2018-02-08 20:56:05.642592,6864.45377712728
2018-02-09 04:40:33.948768,6864.45092909884
2018-02-09 12:43:19.515072,6864.4489504703
2018-02-09 20:31:25.450752,6864.44781126057
2018-02-10 05:45:33.992928,6864.44430369674
2018-02-10 12:34:19.999776,6864.44277476007
2018-02-10 21:44:20.366592,6864.44166553203
2018-02-11 05:26:51.065952,6864.43917726537
2018-02-11 13:26:02.120928,6864.43710870805
2018-02-11 21:23:46.743072,6864.43611939858
2018-02-12 05:02:50.237088,6864.43324140942
2018-02-12 13:02:30.740640,6864.43117285657
2018-02-12 20:53:49.619616,6864.43000367521
2018-02-13 04:38:40.034688,6864.42637621828
2018-02-13 12:41:26.401920,6864.4245175232
2018-02-13 20:36:08.924832,6864.42361815506
2018-02-14 05:43:22.850688,6864.42029049552
2018-02-14 13:48:22.679136,6864.41822195243
2018-02-14 21:25:20.628768,6864.41741252295
2018-02-15 05:24:52.371360,6864.41366516735
2018-02-15 06:59:46.643712,6864.41330542148
2018-02-15 13:24:11.324160,6864.41177650207
2018-02-15 21:10:33.748320,6864.4108771381
2018-02-16 05:00:52.352928,6864.40835892057
2018-02-16 13:00:35.281728,6864.40659017392
2018-02-16 20:57:48.633984,6864.40596062031
2018-02-17 04:36:39.320928,6864.4028428331
2018-02-17 10:57:51.317280,6864.40149379165
2018-02-17 20:34:10.398720,6864.39960513474
2018-02-18 05:44:36.360672,6864.39474859436
2018-02-18 12:08:09.607200,6864.39274002771
2018-02-18 21:40:24.117024,6864.38956229839
2018-02-19 05:22:52.434336,6864.38605480897
2018-02-19 13:21:13.203648,6864.38296702285
2018-02-19 21:08:36.210624,6864.37972934793
2018-02-20 04:58:53.192640,6864.37511266993
2018-02-20 12:53:57.300000,6864.37193496101
2018-02-20 20:55:59.395008,6864.36893712577
2018-02-21 04:34:40.548576,6864.36438042248
2018-02-21 12:29:34.860768,6864.36144255201
2018-02-21 20:32:12.862752,6864.35976377029
2018-02-22 05:43:37.453152,6864.35595653698
2018-02-22 08:50:07.257984,6864.35502721311
2018-02-22 12:13:19.582752,6864.35415784591
2018-02-22 21:39:05.658048,6864.35325850082
2018-02-23 06:55:44.355648,6864.35116003009
2018-02-23 13:19:11.935200,6864.34936134216
2018-02-23 21:10:03.752832,6864.34870182355
2018-02-24 04:56:48.732576,6864.34696309343
2018-02-24 12:56:38.450688,6864.34525434249
2018-02-24 20:53:44.795040,6864.34435500031
2018-02-25 04:32:35.589984,6864.34123728305
2018-02-25 12:27:39.585888,6864.3395884917
2018-02-25 20:30:19.713312,6864.33856923937
2018-02-26 05:40:52.968288,6864.33491192526
2018-02-26 12:03:40.068576,6864.33302331415
2018-02-26 21:28:19.246944,6864.33092485888
2018-02-27 05:19:00.912576,6864.32789709053
2018-02-27 13:17:05.532000,6864.32543890483
2018-02-27 20:57:51.665760,6864.32349034455
2018-02-28 04:51:11.604096,6864.31950329475
2018-02-28 12:54:36.314784,6864.31758471646
2018-02-28 20:51:43.470432,6864.31584600605
2018-03-01 04:30:30.171744,6864.31332787567
2018-03-01 09:25:45.456672,6864.31239856623
2018-03-01 12:33:57.040704,6864.31164912337
2018-03-01 17:24:38.096352,6864.31095963611
2018-03-02 05:35:04.530912,6864.30733233645
2018-03-02 12:09:14.312160,6864.30520392317
2018-03-02 21:25:38.726112,6864.30319542202
2018-03-03 05:16:54.468768,6864.30049743771
2018-03-03 13:14:58.366752,6864.29836902973
2018-03-03 21:05:49.792992,6864.29645046621
2018-03-04 04:52:37.496064,6864.29366255598
2018-03-04 12:47:38.467104,6864.29180395073
2018-03-04 20:41:16.486368,6864.29075473865
2018-03-05 04:28:23.130912,6864.28769703715
2018-03-05 12:23:17.582208,6864.28601830052
2018-03-05 20:26:05.984160,6864.28493911323
2018-03-06 05:32:40.337088,6864.28095211941
2018-03-06 11:59:22.477344,6864.27903356806
2018-03-06 21:24:09.646848,6864.27783447414
2018-03-07 05:14:46.760928,6864.27573606105
2018-03-07 13:12:49.688640,6864.27420721824
2018-03-07 21:00:24.003648,6864.27258844442
2018-03-08 04:50:49.571232,6864.27022024001
2018-03-08 09:29:01.055040,6864.26920101342
2018-03-08 12:45:29.732832,6864.26845158234
2018-03-08 17:29:24.603936,6864.26761221978
2018-03-08 20:47:36.248064,6864.26737240196
2018-03-09 01:20:07.899072,6864.26635317642
2018-03-09 12:21:07.654752,6864.2636852055
2018-03-09 20:24:01.065312,6864.26299573029
2018-03-10 05:34:21.762048,6864.26074744276
2018-03-10 12:03:16.319808,6864.25921860829
2018-03-10 21:31:36.433344,6864.2577197518
2018-03-11 05:12:35.919360,6864.2553815373
2018-03-11 13:12:06.492096,6864.2532531643
2018-03-11 21:01:38.883072,6864.25043532089
2018-03-12 04:48:18.334944,6864.24548911338
2018-03-12 12:50:50.421120,6864.24273123186
2018-03-12 20:45:27.818784,6864.23988342232
2018-03-13 05:53:11.475744,6864.23517704882
2018-03-13 12:18:56.202336,6864.23298873777
2018-03-13 21:48:14.674752,6864.2302308688
2018-03-14 03:59:50.771904,6864.22762288656
2018-03-14 12:01:09.569280,6864.2250149068
2018-03-14 21:29:40.551072,6864.22315634802
2018-03-15 05:10:23.633184,6864.22075820952
2018-03-15 21:01:34.610592,6864.21758067923
2018-03-16 04:44:33.186912,6864.2151825456
2018-03-16 12:41:05.091360,6864.21308418039
2018-03-16 20:43:26.215104,6864.21110572323
2018-03-17 05:52:56.213184,6864.20564998513
2018-03-17 12:21:57.694176,6864.20310197929
2018-03-17 21:47:19.809024,6864.19947482211
2018-03-18 05:30:03.667968,6864.19479849431
2018-03-18 13:30:01.956960,6864.19012217447
2018-03-18 21:28:00.651936,6864.18574562594
2018-03-19 05:06:44.586720,6864.18052974844
2018-03-19 13:06:11.958336,6864.17591340536
2018-03-19 20:57:17.739072,6864.17195654604
2018-03-20 04:42:44.970912,6864.16587138716
2018-03-20 12:38:49.089984,6864.16191454231
2018-03-20 20:41:06.686880,6864.15876705616
2018-03-21 05:51:17.593632,6864.15343132598
2018-03-21 12:37:28.000128,6864.15010399387
2018-03-21 21:46:49.405728,6864.1482454858
2018-03-22 05:29:56.292000,6864.14548770195
2018-03-22 13:27:46.010016,6864.14204047603
2018-03-22 21:14:40.365888,6864.14066158687
2018-03-23 05:05:50.419104,6864.13778390738
2018-03-23 13:03:53.485920,6864.13556569817
2018-03-23 20:57:05.474592,6864.13424676381
2018-03-24 04:41:31.836768,6864.13127916382
2018-03-24 12:44:12.884352,6864.12990028007
2018-03-24 20:38:51.902880,6864.12855137272
2018-03-25 05:49:44.918400,6864.12516411941
2018-03-25 12:34:19.000128,6864.12318572561
2018-03-25 21:44:39.806592,6864.1218667972
2018-03-26 05:27:36.402624,6864.11919896667
2018-03-26 13:25:23.622816,6864.11587167604
2018-03-26 21:13:08.664384,6864.11287412037
2018-03-27 05:03:29.391840,6864.10849769497
2018-03-27 13:01:31.571328,6864.10520039277
2018-03-27 20:52:31.728288,6864.10229277502
2018-03-28 04:39:10.559808,6864.09719695753
2018-03-28 12:34:07.813056,6864.09428934826
2018-03-28 20:36:33.834816,6864.09204119888
2018-03-29 05:46:09.242400,6864.08745497983
2018-03-29 12:16:02.443296,6864.08505695986
2018-03-29 21:42:24.105024,6864.08358817365
2018-03-30 05:25:14.682432,6864.08145993382
2018-03-30 13:23:02.262912,6864.07915184459
2018-03-30 21:10:48.857952,6864.07804276344
2018-03-31 04:57:46.882368,6864.07597447818
2018-03-31 13:00:47.605824,6864.07423592075
2018-03-31 20:57:59.497920,6864.07405607005
2018-04-01 04:35:37.641696,6864.07207771307
2018-04-01 12:37:04.710144,6864.07114848528
2018-04-01 20:34:15.296736,6864.07057895873
2018-04-02 05:44:41.870400,6864.06680210143
2018-04-02 12:15:17.597376,6864.06542325006
2018-04-02 20:10:32.012256,6864.0644340745
2018-04-03 03:48:22.209696,6864.06245572445
2018-04-03 11:49:55.592256,6864.06038745093
2018-04-03 19:41:02.223168,6864.05876880317
2018-04-04 04:43:39.563616,6864.05604108411
2018-04-04 11:08:25.077696,6864.05502193703
2018-04-04 19:22:08.409792,6864.05340329243
2018-04-05 04:32:18.463776,6864.0495964839
2018-04-05 07:39:28.137024,6864.04905693667
2018-04-05 12:29:26.596608,6864.04830756568
2018-04-05 15:54:26.896320,6864.04725844664
2018-04-05 20:23:12.651936,6864.04740832076
2018-04-06 04:10:04.295712,6864.04441083984
2018-04-06 12:12:55.183392,6864.04213275652
2018-04-06 20:07:39.875808,6864.04054409428
2018-04-07 03:46:04.938240,6864.0386257109
2018-04-07 11:47:48.243840,6864.03676727829
2018-04-07 19:44:22.187328,6864.03529851792
2018-04-08 04:52:55.659936,6864.03233102488
2018-04-08 11:26:11.058432,6864.0310720894
2018-04-08 20:44:52.404288,6864.02960333208
2018-04-09 04:31:15.288960,6864.02756505791
2018-04-09 10:59:57.084576,6864.02639604841
2018-04-09 20:22:48.995616,6864.0245076495
2018-04-10 04:07:37.655040,6864.02043111024
2018-04-10 12:08:46.029984,6864.01830291936
2018-04-10 20:04:46.020864,6864.0171339138
2018-04-11 05:00:40.321728,6864.0139266447
2018-04-11 11:43:22.652832,6864.01071937935
2018-04-11 19:33:48.698208,6864.00790178483
2018-04-12 04:51:12.463776,6864.00250639916
2018-04-12 07:57:37.369728,6864.00109760575
2018-04-12 11:21:40.639392,6863.99932912144
2018-04-12 16:12:23.646816,6863.99747071543
2018-04-12 20:42:54.817344,6863.99594202755
2018-04-13 04:29:26.519136,6863.98964743938
2018-04-13 12:24:18.749952,6863.98611048665
2018-04-13 20:18:40.110912,6863.98227379731
2018-04-14 04:05:09.028896,6863.97750791723
2018-04-14 12:22:30.000000,6863.97331155169
2018-04-14 19:55:40.194048,6863.97040407361
2018-04-15 04:59:51.408096,6863.96662735411
2018-04-15 13:14:52.737792,6863.96371988311
2018-04-15 21:04:57.923616,6863.96171163174
2018-04-16 04:51:15.262272,6863.95943361704
2018-04-16 12:51:14.170752,6863.95736542112
2018-04-16 20:48:22.853952,6863.9557468341
2018-04-17 05:56:07.571040,6863.95322903396
2018-04-17 12:26:55.533120,6863.95209002989
2018-04-17 21:54:11.397024,6863.95056136728
2018-04-18 05:31:11.370144,6863.94780378198
2018-04-18 12:05:45.327840,6863.9461852006
2018-04-18 21:32:02.514912,6863.94423690945
2018-04-19 05:11:35.644128,6863.94165917253
2018-04-19 09:50:50.740800,6863.9404901996
2018-04-19 13:12:23.664096,6863.93917135895
2018-04-19 17:55:49.738080,6863.93788249256
2018-04-19 20:51:17.296416,6863.9374928354
2018-04-20 04:48:41.955840,6863.93449547447
2018-04-20 12:51:11.672064,6863.93248724448
2018-04-20 20:45:50.922144,6863.93062888371
2018-04-21 05:53:30.928704,6863.92688219243
2018-04-21 12:24:25.724160,6863.92496388847
2018-04-21 21:50:07.857024,6863.92187662085
2018-04-22 05:31:14.787264,6863.91645143083
2018-04-22 12:03:01.726848,6863.91210529185
2018-04-22 21:29:40.710912,6863.90742945347
2018-04-23 05:10:29.027136,6863.90233399764
2018-04-23 13:09:51.389280,6863.89750830994
2018-04-23 20:56:08.930112,6863.89394150275
2018-04-24 04:46:05.667744,6863.88890601814
2018-04-24 12:48:39.009312,6863.88527927601
2018-04-24 20:32:14.023968,6863.88276154049
2018-04-25 01:21:45.182016,6863.88114299745
2018-04-25 10:34:16.403232,6863.87670699549
2018-04-25 17:18:27.932832,6863.87532823958
2018-04-25 21:45:46.838304,6863.87541815842
2018-04-26 02:23:07.463616,6863.87427918663
2018-04-26 07:07:06.926880,6863.87293040487
2018-04-26 11:41:54.230208,6863.87188135284
2018-04-26 19:51:07.926048,6863.8702927891
2018-04-26 22:59:36.362400,6863.87053257225
2018-04-27 03:32:36.432960,6863.86933365672
2018-04-27 11:28:12.841824,6863.86792493165
2018-04-27 19:30:56.710368,6863.86663609871
2018-04-28 04:35:04.280064,6863.86414835311
2018-04-28 12:28:31.158912,6863.86249984823
2018-04-28 20:32:51.986400,6863.86061156205
2018-04-29 04:19:05.538144,6863.8576442578
2018-04-29 12:19:13.002816,6863.85590583862
2018-04-29 20:16:55.642080,6863.85521646581
2018-04-30 03:54:45.790272,6863.85302845758
2018-04-30 11:57:50.159808,6863.85084045109
2018-04-30 19:53:12.895008,6863.84985135284
2018-05-01 04:49:43.601376,6863.84772329417
2018-05-01 11:33:01.265760,6863.84616471704
2018-05-01 20:54:17.456832,6863.84469605863
2018-05-02 04:26:21.611040,6863.84262794914
2018-05-02 12:23:16.281888,6863.84121923777
2018-05-02 20:31:46.294752,6863.84035003325
2018-05-03 05:47:30.943968,6863.83765250371
2018-05-03 12:01:31.056960,6864.74956846024
2018-05-04 03:52:43.845312,6864.7926836221
2018-05-05 05:00:10.439424,6864.81037362707
2018-05-06 12:41:49.412832,6864.80890445283
2018-05-07 17:07:58.609056,6864.79619163098
2018-05-07 21:43:26.044320,6864.79556198803
2018-05-08 05:25:31.535616,6864.79145432091
2018-05-08 13:24:45.078912,6864.78623729269
2018-05-08 21:22:26.527584,6864.78260936512
2018-05-09 05:01:37.567776,6864.77865163141
2018-05-09 13:01:24.160800,6864.77448402406
2018-05-09 20:51:02.113344,6864.77208540399
2018-05-10 04:29:05.394336,6864.76842751242
2018-05-10 09:16:23.055744,6864.76611884565
2018-05-10 12:40:22.880640,6864.76455974712
2018-05-10 17:21:14.100768,6864.7625209273
2018-05-10 20:35:04.148160,6864.76216113572
2018-05-11 05:45:05.467968,6864.75715404117
2018-05-11 08:53:09.081600,6864.75580482564
2018-05-11 12:16:16.796064,6864.75418576787
2018-05-11 21:45:11.680416,6864.75181714805
2018-05-12 05:23:59.991360,6864.74830919587
2018-05-12 13:23:23.188128,6864.74519101991
2018-05-12 21:21:24.755040,6864.74255256609
2018-05-13 05:00:13.821120,6864.7384149959
2018-05-13 12:59:51.973728,6864.7350569725
2018-05-13 20:57:08.280864,6864.73280829841
2018-05-14 04:35:58.472736,6864.7281310622
2018-05-14 12:30:58.889088,6864.72510285583
2018-05-14 20:33:33.208704,6864.72324395852
2018-05-15 05:43:24.462912,6864.71934627471
2018-05-15 12:06:45.775008,6864.71700766707
2018-05-15 21:40:02.855712,6864.71568845339
2018-05-16 05:19:21.531072,6864.71296008164
2018-05-16 13:20:48.069024,6864.71041160499
2018-05-16 21:19:22.739232,6864.70921232268
2018-05-17 04:58:30.554976,6864.70693368772
2018-05-17 09:36:01.194048,6864.70600424506
2018-05-17 12:56:37.034592,6864.70510478473
2018-05-17 17:41:31.866432,6864.7036356668
2018-05-17 20:55:39.883296,6864.70411537869
2018-05-18 04:34:23.647008,6864.70138701845
2018-05-18 12:29:22.870176,6864.69961808303
2018-05-18 20:25:37.477344,6864.6983888235
2018-05-19 05:42:50.905152,6864.69497088525
2018-05-19 12:13:11.023968,6864.69296209897
2018-05-19 21:38:25.478592,6864.69146300569
2018-05-20 05:20:49.412832,6864.68843483976
2018-05-20 13:20:09.908736,6864.68612624025
2018-05-20 21:10:10.883424,6864.68474707783
2018-05-21 04:56:54.460896,6864.68207870034
2018-05-21 12:54:59.747328,6864.68024981389
2018-05-21 20:48:03.911616,6864.67899058131
2018-05-22 04:32:46.312224,6864.67608235589
2018-05-22 12:27:44.398368,6864.67446334513
2018-05-22 20:19:18.583968,6864.6737437851
2018-05-23 05:37:43.781664,6864.67143519794
2018-05-23 12:03:44.409312,6864.6701759694
2018-05-23 21:37:44.818752,6864.6705057673
2018-05-24 05:19:10.941024,6864.66834709088
2018-05-24 13:18:34.868736,6864.66639828725
2018-05-24 21:09:00.707616,6864.66546885831
2018-05-25 04:55:15.113856,6864.66253066566
2018-05-25 12:57:36.139104,6864.66085169985
2018-05-25 20:45:31.685184,6864.65968242069
2018-05-26 04:30:41.796000,6864.65662430833
2018-05-26 12:34:42.804192,6864.65491536467
2018-05-26 20:22:30.095616,6864.65416582831
2018-05-27 05:39:13.417344,6864.65107774067
2018-05-27 12:09:57.786048,6864.64933881906
2018-05-27 21:36:02.489184,6864.64813956343
2018-05-28 05:17:45.359232,6864.64580101644
2018-05-28 13:16:56.684640,6864.64346247144
2018-05-28 21:06:46.439424,6864.64235316233
2018-05-29 04:53:34.519200,6864.64001462027
2018-05-29 12:55:58.456992,6864.63821574311
2018-05-29 20:50:36.487104,6864.63707645486
2018-05-30 04:29:36.221856,6864.6344980674
2018-05-30 12:24:23.208192,6864.63296902481
2018-05-30 21:55:33.801024,6864.63179975753
2018-05-31 05:36:33.416640,6864.629551168
2018-05-31 08:45:08.156736,6864.62889158209
2018-05-31 12:00:35.650368,6864.62796216584
2018-05-31 21:33:46.246752,6864.62652307034
2018-06-01 05:16:04.181376,6864.62436442851
2018-06-01 13:15:18.275904,6864.62211584506
2018-06-01 21:07:15.905280,6864.61998718777
2018-06-02 04:51:56.227104,6864.61659932815
2018-06-02 12:54:19.437408,6864.61357124478
2018-06-02 20:41:51.419616,6864.61111280331
2018-06-03 05:56:53.700864,6864.60589611772
2018-06-03 12:31:43.501728,6864.60325779774
2018-06-03 20:25:27.634656,6864.60073940377
2018-06-04 05:35:33.829152,6864.59426354416
2018-06-04 12:06:35.104608,6864.59144535077
2018-06-04 21:23:48.344928,6864.5883873144
2018-06-05 05:14:19.826592,6864.58398015033
2018-06-05 13:12:26.142048,6864.58068227709
2018-06-05 20:59:58.612416,6864.57852367129
2018-06-06 04:50:07.463328,6864.57588537761
2018-06-06 12:52:35.169888,6864.57342696988
2018-06-06 20:36:17.506080,6864.5716581169
2018-06-07 05:55:10.956576,6864.56836025845
2018-06-07 09:01:00.327936,6864.56758076522
2018-06-07 12:26:00.020256,6864.56707109668
2018-06-07 17:19:58.136160,6864.56614170136
2018-06-07 20:12:36.414432,6864.56611172087
2018-06-08 05:30:31.143168,6864.56380322421
2018-06-08 12:19:43.000032,6864.56182451432
2018-06-08 21:21:54.875808,6864.56050537519
2018-06-09 05:12:31.936320,6864.55816690284
2018-06-09 13:11:52.264608,6864.55546866798
2018-06-09 21:03:43.293024,6864.55459923731
2018-06-10 04:48:20.874240,6864.55226076999
2018-06-10 12:50:51.512352,6864.55016214716
2018-06-10 20:45:30.560256,6864.54848325005
2018-06-11 05:55:24.227616,6864.54587496551
2018-06-11 12:24:15.679296,6864.54476569583
2018-06-11 20:21:59.817600,6864.54422605128
2018-06-12 05:28:29.745120,6864.54233729619
2018-06-12 12:03:04.959936,6864.54077832471
2018-06-12 21:29:19.058208,6864.54056846323
2018-06-13 05:10:44.819328,6864.53897951257
2018-06-13 13:10:07.341312,6864.53733060247
2018-06-13 20:56:26.750976,6864.53685091972
2018-06-14 04:46:32.063808,6864.5350820903
2018-06-14 09:25:09.081408,6864.53448248737
2018-06-14 12:49:05.228256,6864.53364304348
2018-06-14 17:29:49.136352,6864.53277361972
2018-06-14 20:43:44.156064,6864.53262371911
2018-06-15 05:51:27.247104,6864.52968566861
2018-06-15 12:24:58.270176,6864.52851644531
2018-06-15 20:20:12.715296,6864.5276170431
2018-06-16 05:32:53.558016,6864.52524861871
2018-06-16 13:30:42.164928,6864.52315001653
2018-06-16 21:27:52.820640,6864.52237053613
2018-06-17 05:05:19.588128,6864.52006207624
2018-06-17 13:08:28.161024,6864.51808339788
2018-06-17 21:00:10.317888,6864.517243959
2018-06-18 12:39:43.700832,6864.51340652741
2018-06-18 20:41:56.950944,6864.51217735124
2018-06-19 12:15:24.341760,6864.50771034979
2018-06-19 20:18:25.264800,6864.50636125682
2018-06-20 05:31:01.918848,6864.5031534162
2018-06-20 13:29:58.934688,6864.50012545793
2018-06-20 21:26:25.960128,6864.4975771788
2018-06-21 05:07:02.346240,6864.49415949051
2018-06-21 09:44:53.329920,6864.49278042451
2018-06-21 13:05:07.714752,6864.49155125758
2018-06-21 17:49:51.157344,6864.48984241665
2018-06-21 20:52:49.440288,6864.48945268115
2018-06-22 04:42:48.813984,6864.48546539036
2018-06-22 12:37:50.339712,6864.48291712484
2018-06-22 20:40:08.227776,6864.48090849368
2018-06-23 05:49:55.529184,6864.47761074423
2018-06-23 12:21:20.107584,6864.47593189148
2018-06-23 21:46:51.677184,6864.4750325065
2018-06-24 05:29:08.032416,6864.47275406588
2018-06-24 13:28:10.682400,6864.47029575048
2018-06-24 21:25:06.962880,6864.46873681991
2018-06-25 05:05:18.142656,6864.46576885837
2018-06-25 13:03:12.801024,6864.46331054923
2018-06-25 20:50:57.189408,6864.4611520357
2018-06-26 04:40:55.481376,6864.45701488951
2018-06-26 12:35:56.480928,6864.45443667113
2018-06-26 20:38:16.282752,6864.45176851744
2018-06-27 05:46:01.717824,6864.44577267592
2018-06-27 12:11:36.179232,6864.44310453065
2018-06-27 21:28:34.438656,6864.44010661771
2018-06-28 05:27:12.229632,6864.43575964977
2018-06-28 13:25:01.724736,6864.43258187066
2018-06-28 21:12:47.016000,6864.42946405322
2018-06-29 05:03:11.602080,6864.42553680744
2018-06-29 13:01:16.527360,6864.4226888083
2018-06-29 20:49:03.856800,6864.42157958838
2018-06-30 04:38:58.679808,6864.41870161446
2018-06-30 12:41:41.521920,6864.41654313599
2018-06-30 20:36:23.130720,6864.41543391855
2018-07-01 05:43:42.187872,6864.41327544266
2018-07-01 12:17:38.975424,6864.41195637489
2018-07-01 21:42:32.042592,6864.41204631131
2018-07-02 05:25:13.872000,6864.41132682005
2018-07-02 13:24:32.809248,6864.410037732
2018-07-02 21:21:47.456640,6864.41027756229
2018-07-03 05:01:12.827136,6864.40910838983
2018-07-03 12:59:17.363616,6864.40805913292
2018-07-03 20:47:07.996128,6864.40817904798
2018-07-04 04:36:59.905728,6864.40668011017
2018-07-04 12:32:00.239136,6864.40605055653
2018-07-04 20:34:27.817824,6864.40578074787
2018-07-05 05:41:55.247136,6864.40392206673
2018-07-05 07:21:58.485024,6864.40380215186
2018-07-05 12:15:45.679968,6864.40299272663
2018-07-05 16:56:41.678016,6864.40254304605
2018-07-05 21:24:41.709888,6864.40323255631
2018-07-06 05:23:15.155808,6864.40200342945
2018-07-06 13:22:28.705152,6864.40041455897
2018-07-06 21:08:54.797856,6864.3997550281
